Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Technology,📐 Arquitectura de la Información y UX,📐,3,Explorer,Arquitectura de la Información,"Jerarquías, menús",100,🥉 Bronze Badge
Technology,📐 Arquitectura de la Información y UX,📐,4,Apprentice,Principios de Usabilidad,"Norman, heurísticas",200,
Technology,📐 Arquitectura de la Información y UX,📐,5,Apprentice,Investigación con Usuarios,"Entrevistas, tests",200,
Technology,📐 Arquitectura de la Información y UX,📐,6,Apprentice,Diseño Centrado en la Persona,"Personas, journeys",200,🥈 Silver Badge
Technology,📐 Arquitectura de la Información y UX,📐,7,Connoisseur,Patrones Oscuros,Diseño manipulador,350,
Technology,📐 Arquitectura de la Información y UX,📐,8,Connoisseur,Accesibilidad Digital,"WCAG, inclusión",350,🥇 Gold Badge
Technology,📐 Arquitectura de la Información y UX,📐,9,Expert,UX y Ética,Responsabilidad del diseño,500,
Technology,📐 Arquitectura de la Información y UX,📐,10,Expert,UX con IA,"Interfaces conversacionales, copilots",500,💎 Diamond Badge
Health,🎓 Neuroeducación y Aprendizaje,🎓,1,Explorer,Cerebro y Aprendizaje,"Plasticidad, memoria",100,
Health,🎓 Neuroeducación y Aprendizaje,🎓,2,Explorer,Atención y Motivación,Sistemas de recompensa,100,
Health,🎓 Neuroeducación y Aprendizaje,🎓,3,Explorer,Emoción y Recuerdo,Cómo se fijan los recuerdos,100,🥉 Bronze Badge
Health,🎓 Neuroeducación y Aprendizaje,🎓,4,Apprentice,Errores y Curva de Olvido,Por qué olvidamos,200,
Health,🎓 Neuroeducación y Aprendizaje,🎓,5,Apprentice,Práctica Espaciada y Revisión Activa,Técnicas efectivas,200,
Health,🎓 Neuroeducación y Aprendizaje,🎓,6,Apprentice,Aprendizaje Multisensorial,"Ver, oír, hacer",200,🥈 Silver Badge
Health,🎓 Neuroeducación y Aprendizaje,🎓,7,Connoisseur,Mitos sobre el Cerebro,"10%, hemisferios, etc.",350,
Health,🎓 Neuroeducación y Aprendizaje,🎓,8,Connoisseur,Tecnología y Aprendizaje,"Apps, plataformas",350,🥇 Gold Badge
Health,🎓 Neuroeducación y Aprendizaje,🎓,9,Expert,Personalización con IA,Rutas adaptativas,500,
Health,🎓 Neuroeducación y Aprendizaje,🎓,10,Expert,Diseñar tu Propio Sistema de Aprendizaje,Aplicar todo lo aprendido,500,💎 Diamond Badge
Humanities,🕯️ Historia de las Religiones,🕯️,1,Explorer,Creencias Prehistóricas,"Cultos, enterramientos",100,
Humanities,🕯️ Historia de las Religiones,🕯️,2,Explorer,Religiones Antiguas,"Egipto, Grecia",100,
Humanities,🕯️ Historia de las Religiones,🕯️,3,Explorer,Grandes Religiones Monoteístas,"Judaísmo, cristianismo, islam",100,🥉 Bronze Badge
Humanities,🕯️ Historia de las Religiones,🕯️,4,Apprentice,Religiones Dhármicas,"Hinduismo, budismo",200,
Humanities,🕯️ Historia de las Religiones,🕯️,5,Apprentice,Religiones de Asia Oriental,"Confucianismo, taoísmo",200,
Humanities,🕯️ Historia de las Religiones,🕯️,6,Apprentice,Religiones Indígenas,"África, América",200,🥈 Silver Badge
Humanities,🕯️ Historia de las Religiones,🕯️,7,Connoisseur,Reformas y Cismas,"Protestantismo, reformas internas",350,
Humanities,🕯️ Historia de las Religiones,🕯️,8,Connoisseur,Religión y Política,"Teocracias, laicismo",350,🥇 Gold Badge
Humanities,🕯️ Historia de las Religiones,🕯️,9,Expert,Secularización y Nuevos Movimientos,Espiritualidades modernas,500,
Humanities,🕯️ Historia de las Religiones,🕯️,10,Expert,Religión en el Futuro,"¿Menos, más, distinta?",500,💎 Diamond Badge
Society,🕵️ Crimen Organizado y Mafias,🕵️,1,Explorer,Qué es el Crimen Organizado,Definición y tipos,100,
Society,🕵️ Crimen Organizado y Mafias,🕵️,2,Explorer,Mafia Siciliana y Cosa Nostra,Orígenes y códigos,100,
Society,🕵️ Crimen Organizado y Mafias,🕵️,3,Explorer,"Yakuza, Triadas y Otras Mafias",Asia y más,100,🥉 Bronze Badge
Society,🕵️ Crimen Organizado y Mafias,🕵️,4,Apprentice,Carteles de la Droga,Latinoamérica,200,
Society,🕵️ Crimen Organizado y Mafias,🕵️,5,Apprentice,Lavado de Dinero,Métodos y ejemplos,200,
Society,🕵️ Crimen Organizado y Mafias,🕵️,6,Apprentice,Crimen Organizado en Política,Corrupción,200,🥈 Silver Badge
Society,🕵️ Crimen Organizado y Mafias,🕵️,7,Connoisseur,Crimen Cibernético Organizado,"Hackers, ransomware",350,
Society,🕵️ Crimen Organizado y Mafias,🕵️,8,Connoisseur,Lucha Internacional contra el Crimen,"Interpol, tratados",350,🥇 Gold Badge
Society,🕵️ Crimen Organizado y Mafias,🕵️,9,Expert,Narrativas y Mitificación del Crimen,"Cine, series",500,
Society,🕵️ Crimen Organizado y Mafias,🕵️,10,Expert,Escenarios Futuros del Crimen Global,Nuevas formas emergentes,500,💎 Diamond Badge
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,1,Explorer,Carrera Espacial,EE.UU. vs URSS,100,
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,2,Explorer,Llegada a la Luna,Apollo,100,
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,3,Explorer,Estaciones Espaciales,"Mir, ISS",100,🥉 Bronze Badge
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,4,Apprentice,Transbordadores y Nuevas Naves,"Shuttle, cápsulas",200,
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,5,Apprentice,Empresas Privadas,"SpaceX, Blue Origin",200,
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,6,Apprentice,Robots Exploradores,"Rovers, sondas",200,🥈 Silver Badge
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,7,Connoisseur,Vida en Microgravedad,Cuerpo humano en órbita,350,
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,8,Connoisseur,Planes para Marte,Misiones tripuladas,350,🥇 Gold Badge
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,9,Expert,Colonias y Hábitats Espaciales,Diseños y retos,500,
Science,👩‍🚀 Exploración Espacial Humana,👩‍🚀,10,Expert,Humanidad Multiplanetaria,Implicaciones a muy largo plazo,500,💎 Diamond Badge
Technology,🤖 Historia de la Robótica,🤖,1,Explorer,Autómatas Antiguos,Dispositivos mecánicos precientíficos,100,
Technology,🤖 Historia de la Robótica,🤖,2,Explorer,Robots en la Ficción,"Metropolis, Asimov",100,
Technology,🤖 Historia de la Robótica,🤖,3,Explorer,Primeros Robots Industriales,Unimate y las fábricas,100,🥉 Bronze Badge
Technology,🤖 Historia de la Robótica,🤖,4,Apprentice,Robots en el Hogar,"Aspiradoras, asistentes",200,
Technology,🤖 Historia de la Robótica,🤖,5,Apprentice,Robots Colaborativos,Cobots junto a humanos,200,
Technology,🤖 Historia de la Robótica,🤖,6,Apprentice,Competencias de Robótica,"FIRST, competiciones estudiantiles",200,🥈 Silver Badge
Technology,🤖 Historia de la Robótica,🤖,7,Connoisseur,Robots Militares,"Drones, sistemas no tripulados",350,
Technology,🤖 Historia de la Robótica,🤖,8,Connoisseur,Robots en Medicina,"Cirugía, rehabilitación",350,🥇 Gold Badge
Technology,🤖 Historia de la Robótica,🤖,9,Expert,Robots Autónomos Inteligentes,"Percepción, decisión",500,
Technology,🤖 Historia de la Robótica,🤖,10,Expert,Futuro de la Robótica,"Sociedad, empleo, ética",500,💎 Diamond Badge
Technology,🚆 Historia del Transporte,🚆,1,Explorer,Rueda y Tracción Animal,"Carros, caballos",100,
Technology,🚆 Historia del Transporte,🚆,2,Explorer,Barcos y Grandes Rutas,Navegación a vela,100,
Technology,🚆 Historia del Transporte,🚆,3,Explorer,Ferrocarril,Revolución de los trenes,100,🥉 Bronze Badge
Technology,🚆 Historia del Transporte,🚆,4,Apprentice,Automóvil y Carreteras,"Ford, autopistas",200,
Technology,🚆 Historia del Transporte,🚆,5,Apprentice,Aviación,"Wright, vuelos comerciales",200,
Technology,🚆 Historia del Transporte,🚆,6,Apprentice,Transporte Urbano,"Metro, tranvía, buses",200,🥈 Silver Badge
Technology,🚆 Historia del Transporte,🚆,7,Connoisseur,Logística Global,"Contenedores, puertos",350,
Technology,🚆 Historia del Transporte,🚆,8,Connoisseur,Sostenibilidad en el Transporte,"Eléctricos, tren rápido",350,🥇 Gold Badge
Technology,🚆 Historia del Transporte,🚆,9,Expert,Vehículos Autónomos,Coches sin conductor,500,
Technology,🚆 Historia del Transporte,🚆,10,Expert,Transporte del Futuro,"Hyperloop, taxis aéreos",500,💎 Diamond Badge
Technology,⚡ Historia de la Energía,⚡,1,Explorer,Fuego y Musculatura,Primeras fuentes,100,
Technology,⚡ Historia de la Energía,⚡,2,Explorer,Agua y Viento,"Molinos, norias",100,
Technology,⚡ Historia de la Energía,⚡,3,Explorer,Carbón y Vapor,Máquina de vapor,100,🥉 Bronze Badge
Technology,⚡ Historia de la Energía,⚡,4,Apprentice,Petróleo y Gas,Motores de combustión,200,
Technology,⚡ Historia de la Energía,⚡,5,Apprentice,Electricidad,"Generadores, redes",200,
Technology,⚡ Historia de la Energía,⚡,6,Apprentice,Energía Nuclear,"Fisión, centrales",200,🥈 Silver Badge
Technology,⚡ Historia de la Energía,⚡,7,Connoisseur,Renovables Modernas,"Solar, eólica",350,
Technology,⚡ Historia de la Energía,⚡,8,Connoisseur,Eficiencia Energética,"Edificios, industria",350,🥇 Gold Badge
Technology,⚡ Historia de la Energía,⚡,9,Expert,Fusión Experimental,"Tokamaks, stellarators",500,
Technology,⚡ Historia de la Energía,⚡,10,Expert,Civilización Energética Global,Escala Kardashev,500,💎 Diamond Badge
Humanities,🎸 Historia de la Música Popular,🎸,1,Explorer,Blues y Jazz,Raíces afroamericanas,100,
Humanities,🎸 Historia de la Música Popular,🎸,2,Explorer,Rock and Roll,Años 50 y 60,100,
Humanities,🎸 Historia de la Música Popular,🎸,3,Explorer,Pop Global,"Beatles, fenómenos",100,🥉 Bronze Badge
Humanities,🎸 Historia de la Música Popular,🎸,4,Apprentice,"Disco, Funk y Soul",Nuevos ritmos,200,
Humanities,🎸 Historia de la Música Popular,🎸,5,Apprentice,Hip-Hop y Rap,Cultura urbana,200,
Humanities,🎸 Historia de la Música Popular,🎸,6,Apprentice,Música Electrónica,"Raves, DJs",200,🥈 Silver Badge
Humanities,🎸 Historia de la Música Popular,🎸,7,Connoisseur,Globalización Musical,"K-pop, reguetón",350,
Humanities,🎸 Historia de la Música Popular,🎸,8,Connoisseur,Industria del Streaming,"Spotify, plataformas",350,🥇 Gold Badge
Humanities,🎸 Historia de la Música Popular,🎸,9,Expert,Derechos de Autor y Música,"Copyright, conflictos",500,
Humanities,🎸 Historia de la Música Popular,🎸,10,Expert,Música y Algoritmos,"Recomendación, creación IA",500,💎 Diamond Badge
Health,🎨 Psicología de la Creatividad,🎨,1,Explorer,Qué es la Creatividad,Definiciones y mitos,100,
Health,🎨 Psicología de la Creatividad,🎨,2,Explorer,Cerebro Creativo,Redes neuronales implicadas,100,
Health,🎨 Psicología de la Creatividad,🎨,3,Explorer,Bloqueo Creativo,Causas habituales,100,🥉 Bronze Badge
Health,🎨 Psicología de la Creatividad,🎨,4,Apprentice,Procesos Creativos,"Incubación, insight",200,
Health,🎨 Psicología de la Creatividad,🎨,5,Apprentice,Creatividad en Ciencia y Arte,Casos históricos,200,
Health,🎨 Psicología de la Creatividad,🎨,6,Apprentice,Ambiente y Creatividad,Entornos que ayudan,200,🥈 Silver Badge
Health,🎨 Psicología de la Creatividad,🎨,7,Connoisseur,Equipos Creativos,Colaboración y conflicto,350,
Health,🎨 Psicología de la Creatividad,🎨,8,Connoisseur,Creatividad en Empresas,Innovación y cultura,350,🥇 Gold Badge
Health,🎨 Psicología de la Creatividad,🎨,9,Expert,Medir Creatividad,"Tests, límites",500,
Health,🎨 Psicología de la Creatividad,🎨,10,Expert,IA y Co-creación,Humanos + máquinas,500,💎 Diamond Badge
Society,📢 Historia de la Publicidad,📢,1,Explorer,Anuncios en la Antigüedad,"Carteles, pregoneros",100,
Society,📢 Historia de la Publicidad,📢,2,Explorer,Publicidad en Prensa,Siglo XIX,100,
Society,📢 Historia de la Publicidad,📢,3,Explorer,Radio y TV,Spots icónicos,100,🥉 Bronze Badge
Society,📢 Historia de la Publicidad,📢,4,Apprentice,Branding y Marcas,Identidad visual,200,
Society,📢 Historia de la Publicidad,📢,5,Apprentice,Publicidad Digital,"Banners, SEM",200,
Society,📢 Historia de la Publicidad,📢,6,Apprentice,Redes Sociales e Influencers,Nuevos formatos,200,🥈 Silver Badge
Society,📢 Historia de la Publicidad,📢,7,Connoisseur,Psicología del Consumo,Persuasión y emoción,350,
Society,📢 Historia de la Publicidad,📢,8,Connoisseur,Ética en la Publicidad,"Manipulación, regulación",350,🥇 Gold Badge
Society,📢 Historia de la Publicidad,📢,9,Expert,Publicidad Personalizada,Microsegmentación,500,
Society,📢 Historia de la Publicidad,📢,10,Expert,Futuro de la Publicidad,"IA creativa, realidad aumentada",500,💎 Diamond Badge
Health,🧠 Historia de la Medicina Mental,🧠,1,Explorer,Concepciones Antiguas,"Espíritus, humores",100,
Health,🧠 Historia de la Medicina Mental,🧠,2,Explorer,Manicomios y Encierros,Siglos XVIII-XIX,100,
Health,🧠 Historia de la Medicina Mental,🧠,3,Explorer,Nacimiento de la Psiquiatría,"Pinel, primeras clasificaciones",100,🥉 Bronze Badge
Health,🧠 Historia de la Medicina Mental,🧠,4,Apprentice,Psicoanálisis y Freud,"Inconsciente, terapia",200,
Health,🧠 Historia de la Medicina Mental,🧠,5,Apprentice,Psicofármacos,Revolución farmacológica,200,
Health,🧠 Historia de la Medicina Mental,🧠,6,Apprentice,Terapias Cognitivo-Conductuales,Nuevos enfoques,200,🥈 Silver Badge
Health,🧠 Historia de la Medicina Mental,🧠,7,Connoisseur,Salud Mental Comunitaria,Desinstitucionalización,350,
Health,🧠 Historia de la Medicina Mental,🧠,8,Connoisseur,Salud Mental en la Cultura,"Estigma, representaciones",350,🥇 Gold Badge
Health,🧠 Historia de la Medicina Mental,🧠,9,Expert,Digitalización de la Terapia,"Apps, telepsicología",500,
Health,🧠 Historia de la Medicina Mental,🧠,10,Expert,Futuro de la Salud Mental,"Prevención, IA, personalización",500,💎 Diamond Badge
Society,🏆 Historia del Deporte,🏆,1,Explorer,Juegos Antiguos,"Olímpicos, rituales",100,
Society,🏆 Historia del Deporte,🏆,2,Explorer,Deporte Moderno,Reglas y federaciones,100,
Society,🏆 Historia del Deporte,🏆,3,Explorer,Fútbol y Deportes de Masas,"Clubes, ligas",100,🥉 Bronze Badge
Society,🏆 Historia del Deporte,🏆,4,Apprentice,Juegos Olímpicos Modernos,Renacimiento y evolución,200,
Society,🏆 Historia del Deporte,🏆,5,Apprentice,Profesionalización y Negocio,"Contratos, derechos TV",200,
Society,🏆 Historia del Deporte,🏆,6,Apprentice,Deporte Femenino,Luchas por visibilidad,200,🥈 Silver Badge
Society,🏆 Historia del Deporte,🏆,7,Connoisseur,Deporte y Política,"Boicots, propaganda",350,
Society,🏆 Historia del Deporte,🏆,8,Connoisseur,Dopaje y Ética,Casos célebres,350,🥇 Gold Badge
Society,🏆 Historia del Deporte,🏆,9,Expert,Ciencia del Rendimiento,"Nutrición, datos",500,
Society,🏆 Historia del Deporte,🏆,10,Expert,Deporte del Futuro,"E-sports, nuevos formatos",500,💎 Diamond Badge
Science,⏳ Historia del Tiempo y Calendarios,⏳,1,Explorer,Medir el Tiempo,"Sol, luna, ciclos",100,
Science,⏳ Historia del Tiempo y Calendarios,⏳,2,Explorer,Calendarios Antiguos,"Egipcio, maya",100,
Science,⏳ Historia del Tiempo y Calendarios,⏳,3,Explorer,Calendario Romano y Gregoriano,Reformas,100,🥉 Bronze Badge
Science,⏳ Historia del Tiempo y Calendarios,⏳,4,Apprentice,Relojes Mecánicos,"Campanarios, relojes de bolsillo",200,
Science,⏳ Historia del Tiempo y Calendarios,⏳,5,Apprentice,Husos Horarios,Coordinación global,200,
Science,⏳ Historia del Tiempo y Calendarios,⏳,6,Apprentice,Tiempo Atómico,Precisión extrema,200,🥈 Silver Badge
Science,⏳ Historia del Tiempo y Calendarios,⏳,7,Connoisseur,Percepción Humana del Tiempo,Psicología,350,
Science,⏳ Historia del Tiempo y Calendarios,⏳,8,Connoisseur,Tiempo en la Física,Relatividad,350,🥇 Gold Badge
Science,⏳ Historia del Tiempo y Calendarios,⏳,9,Expert,Tiempo en la Cultura,"Ritmos, rituales",500,
Science,⏳ Historia del Tiempo y Calendarios,⏳,10,Expert,Futuro del Tiempo Humano,"Vida acelerada, IA",500,💎 Diamond Badge
Society,🚢 Historia del Comercio y la Globalización,🚢,1,Explorer,Trueque y Mercados Locales,Intercambios básicos,100,
Society,🚢 Historia del Comercio y la Globalización,🚢,2,Explorer,Rutas de la Seda y Marítimas,Intercambio global temprano,100,
Society,🚢 Historia del Comercio y la Globalización,🚢,3,Explorer,Compañías Coloniales,Compañía de Indias,100,🥉 Bronze Badge
Society,🚢 Historia del Comercio y la Globalización,🚢,4,Apprentice,Revolución Industrial y Comercio,Manufacturas y exportación,200,
Society,🚢 Historia del Comercio y la Globalización,🚢,5,Apprentice,Era del Contenedor,Logística moderna,200,
Society,🚢 Historia del Comercio y la Globalización,🚢,6,Apprentice,Organismos Internacionales,"OMC, tratados de libre comercio",200,🥈 Silver Badge
Society,🚢 Historia del Comercio y la Globalización,🚢,7,Connoisseur,Cadenas Globales de Valor,Producción distribuida,350,
Society,🚢 Historia del Comercio y la Globalización,🚢,8,Connoisseur,Desigualdad y Globalización,Ganadores y perdedores,350,🥇 Gold Badge
Society,🚢 Historia del Comercio y la Globalización,🚢,9,Expert,Crisis y Guerras Comerciales,"Aranceles, sanciones",500,
Society,🚢 Historia del Comercio y la Globalización,🚢,10,Expert,Globalización 2.0,"Digital, servicios, desglobalización",500,💎 Diamond Badge
Society,💰 Historia del Dinero,💰,1,Explorer,Trueque y Objetos de Valor,"Sal, conchas",100,
Society,💰 Historia del Dinero,💰,2,Explorer,Monedas y Metales,"Oro, plata",100,
Society,💰 Historia del Dinero,💰,3,Explorer,Billetes y Bancos,"Pagarés, bancos centrales",100,🥉 Bronze Badge
Society,💰 Historia del Dinero,💰,4,Apprentice,Patrón Oro y su Fin,Bretton Woods,200,
Society,💰 Historia del Dinero,💰,5,Apprentice,Tarjetas y Dinero Electrónico,"Crédito, débito",200,
Society,💰 Historia del Dinero,💰,6,Apprentice,Mercados Financieros Modernos,"Bolsas, derivados",200,🥈 Silver Badge
Society,💰 Historia del Dinero,💰,7,Connoisseur,Crisis Monetarias,"Hiperinflaciones, devaluaciones",350,
Society,💰 Historia del Dinero,💰,8,Connoisseur,Criptomonedas,"Bitcoin, alternativas",350,🥇 Gold Badge
Society,💰 Historia del Dinero,💰,9,Expert,Dinero y Poder,Moneda como herramienta política,500,
Society,💰 Historia del Dinero,💰,10,Expert,Futuro del Dinero,"CBDC, dinero programable",500,💎 Diamond Badge
Humanities,🎲 Historia de los Juegos de Mesa,🎲,1,Explorer,Juegos Antiguos,"Senet, Go",100,
Humanities,🎲 Historia de los Juegos de Mesa,🎲,2,Explorer,Ajedrez y Estrategia,Historia y cultura,100,
Humanities,🎲 Historia de los Juegos de Mesa,🎲,3,Explorer,Juegos Clásicos Modernos,"Monopoly, Scrabble",100,🥉 Bronze Badge
Humanities,🎲 Historia de los Juegos de Mesa,🎲,4,Apprentice,Eurogames y Revolución Moderna,"Catan, Carcassonne",200,
Humanities,🎲 Historia de los Juegos de Mesa,🎲,5,Apprentice,Juegos Cooperativos,"Pandemic, nuevos enfoques",200,
Humanities,🎲 Historia de los Juegos de Mesa,🎲,6,Apprentice,Juegos de Rol de Mesa,Dungeons & Dragons,200,🥈 Silver Badge
Humanities,🎲 Historia de los Juegos de Mesa,🎲,7,Connoisseur,Diseño de Juegos de Mesa,"Mecánicas, balance",350,
Humanities,🎲 Historia de los Juegos de Mesa,🎲,8,Connoisseur,Comunidades y Ferias,"Essen, eventos",350,🥇 Gold Badge
Humanities,🎲 Historia de los Juegos de Mesa,🎲,9,Expert,Juegos como Herramienta Educativa,Serious boardgames,500,
Humanities,🎲 Historia de los Juegos de Mesa,🎲,10,Expert,Futuro Híbrido,"Mesa + apps, IA",500,💎 Diamond Badge
Nature,🌊 Historia de la Exploración Oceánica,🌊,1,Explorer,Primeras Navegaciones,"Costas, islas",100,
Nature,🌊 Historia de la Exploración Oceánica,🌊,2,Explorer,Grandes Descubrimientos,"Colón, Magallanes",100,
Nature,🌊 Historia de la Exploración Oceánica,🌊,3,Explorer,Cartografía Marina,Mapas y peligros,100,🥉 Bronze Badge
Nature,🌊 Historia de la Exploración Oceánica,🌊,4,Apprentice,Exploración de Profundidades,"Batiscafos, Jacques Cousteau",200,
Nature,🌊 Historia de la Exploración Oceánica,🌊,5,Apprentice,Submarinos Militares,Guerras mundiales,200,
Nature,🌊 Historia de la Exploración Oceánica,🌊,6,Apprentice,Exploración Científica Moderna,"ROVs, Argo",200,🥈 Silver Badge
Nature,🌊 Historia de la Exploración Oceánica,🌊,7,Connoisseur,Recursos del Fondo Marino,"Minerales, ecosistemas",350,
Nature,🌊 Historia de la Exploración Oceánica,🌊,8,Connoisseur,Pecios y Tesoro,Naufragios famosos,350,🥇 Gold Badge
Nature,🌊 Historia de la Exploración Oceánica,🌊,9,Expert,Conservación de Océanos,Amenazas y soluciones,500,
Nature,🌊 Historia de la Exploración Oceánica,🌊,10,Expert,Colonización del Océano,Ciudades submarinas,500,💎 Diamond Badge
Science,🗺️ Historia de la Cartografía,🗺️,1,Explorer,Primeros Mapas,"Cuevas, tablillas",100,
Science,🗺️ Historia de la Cartografía,🗺️,2,Explorer,Mapas Antiguos,"Ptolomeo, mapas del mundo",100,
Science,🗺️ Historia de la Cartografía,🗺️,3,Explorer,Edad de los Descubrimientos,Mapas náuticos,100,🥉 Bronze Badge
Science,🗺️ Historia de la Cartografía,🗺️,4,Apprentice,Proyecciones y Distorsiones,"Mercator, alternativas",200,
Science,🗺️ Historia de la Cartografía,🗺️,5,Apprentice,Mapas Temáticos,"Clima, población",200,
Science,🗺️ Historia de la Cartografía,🗺️,6,Apprentice,Fotografía Aérea y Satélites,Nueva era de mapas,200,🥈 Silver Badge
Science,🗺️ Historia de la Cartografía,🗺️,7,Connoisseur,Sistemas de Información Geográfica,GIS,350,
Science,🗺️ Historia de la Cartografía,🗺️,8,Connoisseur,Mapas en la Vida Cotidiana,"GPS, apps",350,🥇 Gold Badge
Science,🗺️ Historia de la Cartografía,🗺️,9,Expert,Mapas y Poder,"Propaganda, reclamaciones",500,
Science,🗺️ Historia de la Cartografía,🗺️,10,Expert,Cartografía del Futuro,"Realidad aumentada, 3D",500,💎 Diamond Badge
Society,🏠 Historia del Trabajo Doméstico,🏠,1,Explorer,Economía Doméstica Tradicional,Trabajo invisible,100,
Society,🏠 Historia del Trabajo Doméstico,🏠,2,Explorer,Industrialización y Hogar,Cambios de rol,100,
Society,🏠 Historia del Trabajo Doméstico,🏠,3,Explorer,Electrodomésticos,Revolución silenciosa,100,🥉 Bronze Badge
Society,🏠 Historia del Trabajo Doméstico,🏠,4,Apprentice,División Sexual del Trabajo,Normas culturales,200,
Society,🏠 Historia del Trabajo Doméstico,🏠,5,Apprentice,Trabajo de Cuidados,"Niños, mayores",200,
Society,🏠 Historia del Trabajo Doméstico,🏠,6,Apprentice,Trabajadoras del Hogar,Derechos y luchas,200,🥈 Silver Badge
Society,🏠 Historia del Trabajo Doméstico,🏠,7,Connoisseur,Externalización del Trabajo Doméstico,"Servicios, limpieza",350,
Society,🏠 Historia del Trabajo Doméstico,🏠,8,Connoisseur,Tecnología y Hogar Inteligente,Domótica,350,🥇 Gold Badge
Society,🏠 Historia del Trabajo Doméstico,🏠,9,Expert,Valor Económico del Trabajo No Remunerado,Cálculos y debates,500,
Society,🏠 Historia del Trabajo Doméstico,🏠,10,Expert,Futuro del Hogar Automatizado,Robots domésticos,500,💎 Diamond Badge
Society,✈️ Historia del Turismo,✈️,1,Explorer,Peregrinajes y Viajes Antiguos,Motivaciones tempranas,100,
Society,✈️ Historia del Turismo,✈️,2,Explorer,Grand Tour y Viaje Aristocrático,Siglos XVII-XVIII,100,
Society,✈️ Historia del Turismo,✈️,3,Explorer,Nacimiento del Turismo de Masas,"Trenes, vacaciones pagadas",100,🥉 Bronze Badge
Society,✈️ Historia del Turismo,✈️,4,Apprentice,Turismo de Sol y Playa,Desarrollo costero,200,
Society,✈️ Historia del Turismo,✈️,5,Apprentice,Turismo Cultural y Urbano,Ciudades icónicas,200,
Society,✈️ Historia del Turismo,✈️,6,Apprentice,Turismo de Naturaleza y Aventura,Ecoturismo,200,🥈 Silver Badge
Society,✈️ Historia del Turismo,✈️,7,Connoisseur,Impacto del Turismo,"Economía, gentrificación",350,
Society,✈️ Historia del Turismo,✈️,8,Connoisseur,Turismo Sostenible,Buenas prácticas,350,🥇 Gold Badge
Society,✈️ Historia del Turismo,✈️,9,Expert,Turismo en Crisis,"Guerras, pandemias",500,
Society,✈️ Historia del Turismo,✈️,10,Expert,Turismo del Futuro,"Virtual, espacial",500,💎 Diamond Badge
Society,📻 Historia de los Medios de Comunicación,📻,1,Explorer,Oralidad y Manuscritos,Tradición oral,100,
Society,📻 Historia de los Medios de Comunicación,📻,2,Explorer,Imprenta y Libros,Revolución de Gutenberg,100,
Society,📻 Historia de los Medios de Comunicación,📻,3,Explorer,Prensa y Opinión Pública,Periódicos,100,🥉 Bronze Badge
Society,📻 Historia de los Medios de Comunicación,📻,4,Apprentice,Radio,Voces a distancia,200,
Society,📻 Historia de los Medios de Comunicación,📻,5,Apprentice,Televisión,Imagen en casa,200,
Society,📻 Historia de los Medios de Comunicación,📻,6,Apprentice,Internet y Redes,Medios digitales,200,🥈 Silver Badge
Society,📻 Historia de los Medios de Comunicación,📻,7,Connoisseur,Concentración Mediática,Grandes grupos,350,
Society,📻 Historia de los Medios de Comunicación,📻,8,Connoisseur,Fake News y Desinformación,Retos actuales,350,🥇 Gold Badge
Society,📻 Historia de los Medios de Comunicación,📻,9,Expert,Periodismo de Datos,Nuevas formas de contar,500,
Society,📻 Historia de los Medios de Comunicación,📻,10,Expert,Medios del Futuro,"Realidad mixta, IA",500,💎 Diamond Badge
Science,🌍 Historia del Clima de la Tierra,🌍,1,Explorer,Eras Geológicas,Resumen de grandes periodos,100,
Science,🌍 Historia del Clima de la Tierra,🌍,2,Explorer,Glaciaciones,Edades de hielo,100,
Science,🌍 Historia del Clima de la Tierra,🌍,3,Explorer,Períodos Cálidos,Tiempos sin hielo,100,🥉 Bronze Badge
Science,🌍 Historia del Clima de la Tierra,🌍,4,Apprentice,Cómo Sabemos del Clima Pasado,"Testigos de hielo, sedimentos",200,
Science,🌍 Historia del Clima de la Tierra,🌍,5,Apprentice,Clima y Grandes Extinciones,Relaciones,200,
Science,🌍 Historia del Clima de la Tierra,🌍,6,Apprentice,Clima y Civilizaciones,Colapsos y prosperidad,200,🥈 Silver Badge
Science,🌍 Historia del Clima de la Tierra,🌍,7,Connoisseur,Era Industrial y Cambio Climático,"CO2, forzamientos",350,
Science,🌍 Historia del Clima de la Tierra,🌍,8,Connoisseur,Modelos Climáticos,Simulaciones y escenarios,350,🥇 Gold Badge
Science,🌍 Historia del Clima de la Tierra,🌍,9,Expert,Puntos de No Retorno,Riesgos sistémicos,500,
Science,🌍 Historia del Clima de la Tierra,🌍,10,Expert,Futuros Climáticos,Trayectorias posibles,500,💎 Diamond Badge
Technology,💻 Historia de la Informática Personal,💻,1,Explorer,Primeros PCs,"Altair, Apple I",100,
