Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Società,🏙️ Historia de las Ciudades y Urbanismo,🏙️,10,Esperto,Ciudades del Futuro,"Verticales, flotantes, resilientes",500,💎 Distintivo di Diamante
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,1,Esploratore,Historia Básica del Juego Digital,Hitos principales,100,
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,2,Esploratore,Culturas de Jugadores,"Casual, hardcore",100,
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,3,Esploratore,Comunidades Online,"Clanes, guilds",100,🥉 Distintivo di Bronzo
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,4,Apprendista,Esports y Espectadores,Audiencias masivas,200,
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,5,Apprendista,Representación y Diversidad,"Género, raza",200,
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,6,Apprendista,Juegos y Educación,Serious games,200,🥈 Distintivo d'Argento
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,7,Intenditore,Adicción y Regulación,"Clasificaciones, límites",350,
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,8,Intenditore,Economías Virtuales,"Objetos, skins, mercados",350,🥇 Distintivo d'Oro
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,9,Esperto,Juegos como Arte Político,Crítica y reflexión,500,
Tecnologia,🕹️ Videojuegos y Sociedad,🕹️,10,Esperto,Fronteras Difusas Realidad-Juego,Metaversos,500,💎 Distintivo di Diamante
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,1,Esploratore,Orígenes de la Ciencia Ficción,"Verne, Wells",100,
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,2,Esploratore,Edad Dorada,"Asimov, Clarke",100,
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,3,Esploratore,Cine de Ciencia Ficción,"2001, Star Wars",100,🥉 Distintivo di Bronzo
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,4,Apprendista,Distopías y Crítica Social,"1984, Blade Runner",200,
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,5,Apprendista,Utopías y Posibles Mundos,"Star Trek, solarpunk",200,
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,6,Apprendista,Space Opera y Aventuras Cósmicas,Grandes sagas,200,🥈 Distintivo d'Argento
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,7,Intenditore,Ciberpunk y Realidades Virtuales,"Neuromante, Matrix",350,
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,8,Intenditore,Biopunk y Genética,Manipulación de cuerpos,350,🥇 Distintivo d'Oro
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,9,Esperto,SF y Predicciones Cumplidas,Tecnologías anticipadas,500,
Umanistiche,🚀 Ciencia Ficción y Futuro,🚀,10,Esperto,Ficción como Laboratorio del Futuro,Inspirar ciencia real,500,💎 Distintivo di Diamante
Umanistiche,👗 Historia de la Moda,👗,1,Esploratore,Vestimenta en la Antigüedad,"Togas, túnicas",100,
Umanistiche,👗 Historia de la Moda,👗,2,Esploratore,Ropas Medievales y Renacentistas,"Cortes, símbolos",100,
Umanistiche,👗 Historia de la Moda,👗,3,Esploratore,Moda del Siglo XIX,"Crinolinas, trajes",100,🥉 Distintivo di Bronzo
Umanistiche,👗 Historia de la Moda,👗,4,Apprendista,Alta Costura y Diseñadores,"Chanel, Dior",200,
Umanistiche,👗 Historia de la Moda,👗,5,Apprendista,Moda Juvenil y Subculturas,"Punk, hip-hop",200,
Umanistiche,👗 Historia de la Moda,👗,6,Apprendista,Fast Fashion,Producción masiva,200,🥈 Distintivo d'Argento
Umanistiche,👗 Historia de la Moda,👗,7,Intenditore,Impacto Ambiental de la Moda,"Contaminación, residuos",350,
Umanistiche,👗 Historia de la Moda,👗,8,Intenditore,Moda Ética y Sostenible,"Algodón orgánico, reciclaje",350,🥇 Distintivo d'Oro
Umanistiche,👗 Historia de la Moda,👗,9,Esperto,Tecnología Textil,Ropa inteligente,500,
Umanistiche,👗 Historia de la Moda,👗,10,Esperto,Futuro de la Moda,"Digital, virtual, IA",500,💎 Distintivo di Diamante
Tecnologia,📐 Arquitectura de la Información y UX,📐,1,Esploratore,Qué es UX,Experiencia de usuario,100,
Tecnologia,📐 Arquitectura de la Información y UX,📐,2,Esploratore,Interfaces a lo Largo del Tiempo,"CLI, GUI, móvil",100,
Tecnologia,📐 Arquitectura de la Información y UX,📐,3,Esploratore,Arquitectura de la Información,"Jerarquías, menús",100,🥉 Distintivo di Bronzo
Tecnologia,📐 Arquitectura de la Información y UX,📐,4,Apprendista,Principios de Usabilidad,"Norman, heurísticas",200,
Tecnologia,📐 Arquitectura de la Información y UX,📐,5,Apprendista,Investigación con Usuarios,"Entrevistas, tests",200,
Tecnologia,📐 Arquitectura de la Información y UX,📐,6,Apprendista,Diseño Centrado en la Persona,"Personas, journeys",200,🥈 Distintivo d'Argento
Tecnologia,📐 Arquitectura de la Información y UX,📐,7,Intenditore,Patrones Oscuros,Diseño manipulador,350,
Tecnologia,📐 Arquitectura de la Información y UX,📐,8,Intenditore,Accesibilidad Digital,"WCAG, inclusión",350,🥇 Distintivo d'Oro
Tecnologia,📐 Arquitectura de la Información y UX,📐,9,Esperto,UX y Ética,Responsabilidad del diseño,500,
Tecnologia,📐 Arquitectura de la Información y UX,📐,10,Esperto,UX con IA,"Interfaces conversacionales, copilots",500,💎 Distintivo di Diamante
Salute,🎓 Neuroeducación y Aprendizaje,🎓,1,Esploratore,Cerebro y Aprendizaje,"Plasticidad, memoria",100,
Salute,🎓 Neuroeducación y Aprendizaje,🎓,2,Esploratore,Atención y Motivación,Sistemas de recompensa,100,
Salute,🎓 Neuroeducación y Aprendizaje,🎓,3,Esploratore,Emoción y Recuerdo,Cómo se fijan los recuerdos,100,🥉 Distintivo di Bronzo
Salute,🎓 Neuroeducación y Aprendizaje,🎓,4,Apprendista,Errores y Curva de Olvido,Por qué olvidamos,200,
Salute,🎓 Neuroeducación y Aprendizaje,🎓,5,Apprendista,Práctica Espaciada y Revisión Activa,Técnicas efectivas,200,
Salute,🎓 Neuroeducación y Aprendizaje,🎓,6,Apprendista,Aprendizaje Multisensorial,"Ver, oír, hacer",200,🥈 Distintivo d'Argento
Salute,🎓 Neuroeducación y Aprendizaje,🎓,7,Intenditore,Mitos sobre el Cerebro,"10%, hemisferios, etc.",350,
Salute,🎓 Neuroeducación y Aprendizaje,🎓,8,Intenditore,Tecnología y Aprendizaje,"Apps, plataformas",350,🥇 Distintivo d'Oro
Salute,🎓 Neuroeducación y Aprendizaje,🎓,9,Esperto,Personalización con IA,Rutas adaptativas,500,
Salute,🎓 Neuroeducación y Aprendizaje,🎓,10,Esperto,Diseñar tu Propio Sistema de Aprendizaje,Aplicar todo lo aprendido,500,💎 Distintivo di Diamante
Umanistiche,🕯️ Historia de las Religiones,🕯️,1,Esploratore,Creencias Prehistóricas,"Cultos, enterramientos",100,
Umanistiche,🕯️ Historia de las Religiones,🕯️,2,Esploratore,Religiones Antiguas,"Egipto, Grecia",100,
Umanistiche,🕯️ Historia de las Religiones,🕯️,3,Esploratore,Grandes Religiones Monoteístas,"Judaísmo, cristianismo, islam",100,🥉 Distintivo di Bronzo
Umanistiche,🕯️ Historia de las Religiones,🕯️,4,Apprendista,Religiones Dhármicas,"Hinduismo, budismo",200,
Umanistiche,🕯️ Historia de las Religiones,🕯️,5,Apprendista,Religiones de Asia Oriental,"Confucianismo, taoísmo",200,
Umanistiche,🕯️ Historia de las Religiones,🕯️,6,Apprendista,Religiones Indígenas,"África, América",200,🥈 Distintivo d'Argento
Umanistiche,🕯️ Historia de las Religiones,🕯️,7,Intenditore,Reformas y Cismas,"Protestantismo, reformas internas",350,
Umanistiche,🕯️ Historia de las Religiones,🕯️,8,Intenditore,Religión y Política,"Teocracias, laicismo",350,🥇 Distintivo d'Oro
Umanistiche,🕯️ Historia de las Religiones,🕯️,9,Esperto,Secularización y Nuevos Movimientos,Espiritualidades modernas,500,
Umanistiche,🕯️ Historia de las Religiones,🕯️,10,Esperto,Religión en el Futuro,"¿Menos, más, distinta?",500,💎 Distintivo di Diamante
Società,🕵️ Crimen Organizado y Mafias,🕵️,1,Esploratore,Qué es el Crimen Organizado,Definición y tipos,100,
Società,🕵️ Crimen Organizado y Mafias,🕵️,2,Esploratore,Mafia Siciliana y Cosa Nostra,Orígenes y códigos,100,
Società,🕵️ Crimen Organizado y Mafias,🕵️,3,Esploratore,"Yakuza, Triadas y Otras Mafias",Asia y más,100,🥉 Distintivo di Bronzo
Società,🕵️ Crimen Organizado y Mafias,🕵️,4,Apprendista,Carteles de la Droga,Latinoamérica,200,
Società,🕵️ Crimen Organizado y Mafias,🕵️,5,Apprendista,Lavado de Dinero,Métodos y ejemplos,200,
Società,🕵️ Crimen Organizado y Mafias,🕵️,6,Apprendista,Crimen Organizado en Política,Corrupción,200,🥈 Distintivo d'Argento
Società,🕵️ Crimen Organizado y Mafias,🕵️,7,Intenditore,Crimen Cibernético Organizado,"Hackers, ransomware",350,
Società,🕵️ Crimen Organizado y Mafias,🕵️,8,Intenditore,Lucha Internacional contra el Crimen,"Interpol, tratados",350,🥇 Distintivo d'Oro
Società,🕵️ Crimen Organizado y Mafias,🕵️,9,Esperto,Narrativas y Mitificación del Crimen,"Cine, series",500,
Società,🕵️ Crimen Organizado y Mafias,🕵️,10,Esperto,Escenarios Futuros del Crimen Global,Nuevas formas emergentes,500,💎 Distintivo di Diamante
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,1,Esploratore,Carrera Espacial,EE.UU. vs URSS,100,
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,2,Esploratore,Llegada a la Luna,Apollo,100,
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,3,Esploratore,Estaciones Espaciales,"Mir, ISS",100,🥉 Distintivo di Bronzo
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,4,Apprendista,Transbordadores y Nuevas Naves,"Shuttle, cápsulas",200,
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,5,Apprendista,Empresas Privadas,"SpaceX, Blue Origin",200,
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,6,Apprendista,Robots Exploradores,"Rovers, sondas",200,🥈 Distintivo d'Argento
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,7,Intenditore,Vida en Microgravedad,Cuerpo humano en órbita,350,
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,8,Intenditore,Planes para Marte,Misiones tripuladas,350,🥇 Distintivo d'Oro
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,9,Esperto,Colonias y Hábitats Espaciales,Diseños y retos,500,
Scienza,👩‍🚀 Exploración Espacial Humana,👩‍🚀,10,Esperto,Humanidad Multiplanetaria,Implicaciones a muy largo plazo,500,💎 Distintivo di Diamante
Tecnologia,🤖 Historia de la Robótica,🤖,1,Esploratore,Autómatas Antiguos,Dispositivos mecánicos precientíficos,100,
Tecnologia,🤖 Historia de la Robótica,🤖,2,Esploratore,Robots en la Ficción,"Metropolis, Asimov",100,
Tecnologia,🤖 Historia de la Robótica,🤖,3,Esploratore,Primeros Robots Industriales,Unimate y las fábricas,100,🥉 Distintivo di Bronzo
Tecnologia,🤖 Historia de la Robótica,🤖,4,Apprendista,Robots en el Hogar,"Aspiradoras, asistentes",200,
Tecnologia,🤖 Historia de la Robótica,🤖,5,Apprendista,Robots Colaborativos,Cobots junto a humanos,200,
Tecnologia,🤖 Historia de la Robótica,🤖,6,Apprendista,Competencias de Robótica,"FIRST, competiciones estudiantiles",200,🥈 Distintivo d'Argento
Tecnologia,🤖 Historia de la Robótica,🤖,7,Intenditore,Robots Militares,"Drones, sistemas no tripulados",350,
Tecnologia,🤖 Historia de la Robótica,🤖,8,Intenditore,Robots en Medicina,"Cirugía, rehabilitación",350,🥇 Distintivo d'Oro
Tecnologia,🤖 Historia de la Robótica,🤖,9,Esperto,Robots Autónomos Inteligentes,"Percepción, decisión",500,
Tecnologia,🤖 Historia de la Robótica,🤖,10,Esperto,Futuro de la Robótica,"Sociedad, empleo, ética",500,💎 Distintivo di Diamante
Tecnologia,🚆 Historia del Transporte,🚆,1,Esploratore,Rueda y Tracción Animal,"Carros, caballos",100,
Tecnologia,🚆 Historia del Transporte,🚆,2,Esploratore,Barcos y Grandes Rutas,Navegación a vela,100,
Tecnologia,🚆 Historia del Transporte,🚆,3,Esploratore,Ferrocarril,Revolución de los trenes,100,🥉 Distintivo di Bronzo
Tecnologia,🚆 Historia del Transporte,🚆,4,Apprendista,Automóvil y Carreteras,"Ford, autopistas",200,
Tecnologia,🚆 Historia del Transporte,🚆,5,Apprendista,Aviación,"Wright, vuelos comerciales",200,
Tecnologia,🚆 Historia del Transporte,🚆,6,Apprendista,Transporte Urbano,"Metro, tranvía, buses",200,🥈 Distintivo d'Argento
Tecnologia,🚆 Historia del Transporte,🚆,7,Intenditore,Logística Global,"Contenedores, puertos",350,
Tecnologia,🚆 Historia del Transporte,🚆,8,Intenditore,Sostenibilidad en el Transporte,"Eléctricos, tren rápido",350,🥇 Distintivo d'Oro
Tecnologia,🚆 Historia del Transporte,🚆,9,Esperto,Vehículos Autónomos,Coches sin conductor,500,
Tecnologia,🚆 Historia del Transporte,🚆,10,Esperto,Transporte del Futuro,"Hyperloop, taxis aéreos",500,💎 Distintivo di Diamante
Tecnologia,⚡ Historia de la Energía,⚡,1,Esploratore,Fuego y Musculatura,Primeras fuentes,100,
Tecnologia,⚡ Historia de la Energía,⚡,2,Esploratore,Agua y Viento,"Molinos, norias",100,
Tecnologia,⚡ Historia de la Energía,⚡,3,Esploratore,Carbón y Vapor,Máquina de vapor,100,🥉 Distintivo di Bronzo
Tecnologia,⚡ Historia de la Energía,⚡,4,Apprendista,Petróleo y Gas,Motores de combustión,200,
Tecnologia,⚡ Historia de la Energía,⚡,5,Apprendista,Electricidad,"Generadores, redes",200,
Tecnologia,⚡ Historia de la Energía,⚡,6,Apprendista,Energía Nuclear,"Fisión, centrales",200,🥈 Distintivo d'Argento
Tecnologia,⚡ Historia de la Energía,⚡,7,Intenditore,Renovables Modernas,"Solar, eólica",350,
Tecnologia,⚡ Historia de la Energía,⚡,8,Intenditore,Eficiencia Energética,"Edificios, industria",350,🥇 Distintivo d'Oro
Tecnologia,⚡ Historia de la Energía,⚡,9,Esperto,Fusión Experimental,"Tokamaks, stellarators",500,
Tecnologia,⚡ Historia de la Energía,⚡,10,Esperto,Civilización Energética Global,Escala Kardashev,500,💎 Distintivo di Diamante
Umanistiche,🎸 Historia de la Música Popular,🎸,1,Esploratore,Blues y Jazz,Raíces afroamericanas,100,
Umanistiche,🎸 Historia de la Música Popular,🎸,2,Esploratore,Rock and Roll,Años 50 y 60,100,
Umanistiche,🎸 Historia de la Música Popular,🎸,3,Esploratore,Pop Global,"Beatles, fenómenos",100,🥉 Distintivo di Bronzo
Umanistiche,🎸 Historia de la Música Popular,🎸,4,Apprendista,"Disco, Funk y Soul",Nuevos ritmos,200,
Umanistiche,🎸 Historia de la Música Popular,🎸,5,Apprendista,Hip-Hop y Rap,Cultura urbana,200,
Umanistiche,🎸 Historia de la Música Popular,🎸,6,Apprendista,Música Electrónica,"Raves, DJs",200,🥈 Distintivo d'Argento
Umanistiche,🎸 Historia de la Música Popular,🎸,7,Intenditore,Globalización Musical,"K-pop, reguetón",350,
Umanistiche,🎸 Historia de la Música Popular,🎸,8,Intenditore,Industria del Streaming,"Spotify, plataformas",350,🥇 Distintivo d'Oro
Umanistiche,🎸 Historia de la Música Popular,🎸,9,Esperto,Derechos de Autor y Música,"Copyright, conflictos",500,
Umanistiche,🎸 Historia de la Música Popular,🎸,10,Esperto,Música y Algoritmos,"Recomendación, creación IA",500,💎 Distintivo di Diamante
Salute,🎨 Psicología de la Creatividad,🎨,1,Esploratore,Qué es la Creatividad,Definiciones y mitos,100,
Salute,🎨 Psicología de la Creatividad,🎨,2,Esploratore,Cerebro Creativo,Redes neuronales implicadas,100,
Salute,🎨 Psicología de la Creatividad,🎨,3,Esploratore,Bloqueo Creativo,Causas habituales,100,🥉 Distintivo di Bronzo
Salute,🎨 Psicología de la Creatividad,🎨,4,Apprendista,Procesos Creativos,"Incubación, insight",200,
Salute,🎨 Psicología de la Creatividad,🎨,5,Apprendista,Creatividad en Ciencia y Arte,Casos históricos,200,
Salute,🎨 Psicología de la Creatividad,🎨,6,Apprendista,Ambiente y Creatividad,Entornos que ayudan,200,🥈 Distintivo d'Argento
Salute,🎨 Psicología de la Creatividad,🎨,7,Intenditore,Equipos Creativos,Colaboración y conflicto,350,
Salute,🎨 Psicología de la Creatividad,🎨,8,Intenditore,Creatividad en Empresas,Innovación y cultura,350,🥇 Distintivo d'Oro
Salute,🎨 Psicología de la Creatividad,🎨,9,Esperto,Medir Creatividad,"Tests, límites",500,
Salute,🎨 Psicología de la Creatividad,🎨,10,Esperto,IA y Co-creación,Humanos + máquinas,500,💎 Distintivo di Diamante
Società,📢 Historia de la Publicidad,📢,1,Esploratore,Anuncios en la Antigüedad,"Carteles, pregoneros",100,
Società,📢 Historia de la Publicidad,📢,2,Esploratore,Publicidad en Prensa,Siglo XIX,100,
Società,📢 Historia de la Publicidad,📢,3,Esploratore,Radio y TV,Spots icónicos,100,🥉 Distintivo di Bronzo
Società,📢 Historia de la Publicidad,📢,4,Apprendista,Branding y Marcas,Identidad visual,200,
Società,📢 Historia de la Publicidad,📢,5,Apprendista,Publicidad Digital,"Banners, SEM",200,
Società,📢 Historia de la Publicidad,📢,6,Apprendista,Redes Sociales e Influencers,Nuevos formatos,200,🥈 Distintivo d'Argento
Società,📢 Historia de la Publicidad,📢,7,Intenditore,Psicología del Consumo,Persuasión y emoción,350,
Società,📢 Historia de la Publicidad,📢,8,Intenditore,Ética en la Publicidad,"Manipulación, regulación",350,🥇 Distintivo d'Oro
Società,📢 Historia de la Publicidad,📢,9,Esperto,Publicidad Personalizada,Microsegmentación,500,
Società,📢 Historia de la Publicidad,📢,10,Esperto,Futuro de la Publicidad,"IA creativa, realidad aumentada",500,💎 Distintivo di Diamante
Salute,🧠 Historia de la Medicina Mental,🧠,1,Esploratore,Concepciones Antiguas,"Espíritus, humores",100,
Salute,🧠 Historia de la Medicina Mental,🧠,2,Esploratore,Manicomios y Encierros,Siglos XVIII-XIX,100,
Salute,🧠 Historia de la Medicina Mental,🧠,3,Esploratore,Nacimiento de la Psiquiatría,"Pinel, primeras clasificaciones",100,🥉 Distintivo di Bronzo
Salute,🧠 Historia de la Medicina Mental,🧠,4,Apprendista,Psicoanálisis y Freud,"Inconsciente, terapia",200,
Salute,🧠 Historia de la Medicina Mental,🧠,5,Apprendista,Psicofármacos,Revolución farmacológica,200,
Salute,🧠 Historia de la Medicina Mental,🧠,6,Apprendista,Terapias Cognitivo-Conductuales,Nuevos enfoques,200,🥈 Distintivo d'Argento
Salute,🧠 Historia de la Medicina Mental,🧠,7,Intenditore,Salud Mental Comunitaria,Desinstitucionalización,350,
Salute,🧠 Historia de la Medicina Mental,🧠,8,Intenditore,Salud Mental en la Cultura,"Estigma, representaciones",350,🥇 Distintivo d'Oro
Salute,🧠 Historia de la Medicina Mental,🧠,9,Esperto,Digitalización de la Terapia,"Apps, telepsicología",500,
Salute,🧠 Historia de la Medicina Mental,🧠,10,Esperto,Futuro de la Salud Mental,"Prevención, IA, personalización",500,💎 Distintivo di Diamante
Società,🏆 Historia del Deporte,🏆,1,Esploratore,Juegos Antiguos,"Olímpicos, rituales",100,
Società,🏆 Historia del Deporte,🏆,2,Esploratore,Deporte Moderno,Reglas y federaciones,100,
Società,🏆 Historia del Deporte,🏆,3,Esploratore,Fútbol y Deportes de Masas,"Clubes, ligas",100,🥉 Distintivo di Bronzo
Società,🏆 Historia del Deporte,🏆,4,Apprendista,Juegos Olímpicos Modernos,Renacimiento y evolución,200,
Società,🏆 Historia del Deporte,🏆,5,Apprendista,Profesionalización y Negocio,"Contratos, derechos TV",200,
Società,🏆 Historia del Deporte,🏆,6,Apprendista,Deporte Femenino,Luchas por visibilidad,200,🥈 Distintivo d'Argento
Società,🏆 Historia del Deporte,🏆,7,Intenditore,Deporte y Política,"Boicots, propaganda",350,
Società,🏆 Historia del Deporte,🏆,8,Intenditore,Dopaje y Ética,Casos célebres,350,🥇 Distintivo d'Oro
Società,🏆 Historia del Deporte,🏆,9,Esperto,Ciencia del Rendimiento,"Nutrición, datos",500,
Società,🏆 Historia del Deporte,🏆,10,Esperto,Deporte del Futuro,"E-sports, nuevos formatos",500,💎 Distintivo di Diamante
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,1,Esploratore,Medir el Tiempo,"Sol, luna, ciclos",100,
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,2,Esploratore,Calendarios Antiguos,"Egipcio, maya",100,
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,3,Esploratore,Calendario Romano y Gregoriano,Reformas,100,🥉 Distintivo di Bronzo
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,4,Apprendista,Relojes Mecánicos,"Campanarios, relojes de bolsillo",200,
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,5,Apprendista,Husos Horarios,Coordinación global,200,
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,6,Apprendista,Tiempo Atómico,Precisión extrema,200,🥈 Distintivo d'Argento
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,7,Intenditore,Percepción Humana del Tiempo,Psicología,350,
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,8,Intenditore,Tiempo en la Física,Relatividad,350,🥇 Distintivo d'Oro
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,9,Esperto,Tiempo en la Cultura,"Ritmos, rituales",500,
Scienza,⏳ Historia del Tiempo y Calendarios,⏳,10,Esperto,Futuro del Tiempo Humano,"Vida acelerada, IA",500,💎 Distintivo di Diamante
Società,🚢 Historia del Comercio y la Globalización,🚢,1,Esploratore,Trueque y Mercados Locales,Intercambios básicos,100,
Società,🚢 Historia del Comercio y la Globalización,🚢,2,Esploratore,Rutas de la Seda y Marítimas,Intercambio global temprano,100,
Società,🚢 Historia del Comercio y la Globalización,🚢,3,Esploratore,Compañías Coloniales,Compañía de Indias,100,🥉 Distintivo di Bronzo
Società,🚢 Historia del Comercio y la Globalización,🚢,4,Apprendista,Revolución Industrial y Comercio,Manufacturas y exportación,200,
Società,🚢 Historia del Comercio y la Globalización,🚢,5,Apprendista,Era del Contenedor,Logística moderna,200,
Società,🚢 Historia del Comercio y la Globalización,🚢,6,Apprendista,Organismos Internacionales,"OMC, tratados de libre comercio",200,🥈 Distintivo d'Argento
Società,🚢 Historia del Comercio y la Globalización,🚢,7,Intenditore,Cadenas Globales de Valor,Producción distribuida,350,
Società,🚢 Historia del Comercio y la Globalización,🚢,8,Intenditore,Desigualdad y Globalización,Ganadores y perdedores,350,🥇 Distintivo d'Oro
Società,🚢 Historia del Comercio y la Globalización,🚢,9,Esperto,Crisis y Guerras Comerciales,"Aranceles, sanciones",500,
Società,🚢 Historia del Comercio y la Globalización,🚢,10,Esperto,Globalización 2.0,"Digital, servicios, desglobalización",500,💎 Distintivo di Diamante
Società,💰 Historia del Dinero,💰,1,Esploratore,Trueque y Objetos de Valor,"Sal, conchas",100,
Società,💰 Historia del Dinero,💰,2,Esploratore,Monedas y Metales,"Oro, plata",100,
Società,💰 Historia del Dinero,💰,3,Esploratore,Billetes y Bancos,"Pagarés, bancos centrales",100,🥉 Distintivo di Bronzo
Società,💰 Historia del Dinero,💰,4,Apprendista,Patrón Oro y su Fin,Bretton Woods,200,
Società,💰 Historia del Dinero,💰,5,Apprendista,Tarjetas y Dinero Electrónico,"Crédito, débito",200,
Società,💰 Historia del Dinero,💰,6,Apprendista,Mercados Financieros Modernos,"Bolsas, derivados",200,🥈 Distintivo d'Argento
Società,💰 Historia del Dinero,💰,7,Intenditore,Crisis Monetarias,"Hiperinflaciones, devaluaciones",350,
Società,💰 Historia del Dinero,💰,8,Intenditore,Criptomonedas,"Bitcoin, alternativas",350,🥇 Distintivo d'Oro
Società,💰 Historia del Dinero,💰,9,Esperto,Dinero y Poder,Moneda como herramienta política,500,
Società,💰 Historia del Dinero,💰,10,Esperto,Futuro del Dinero,"CBDC, dinero programable",500,💎 Distintivo di Diamante
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,1,Esploratore,Juegos Antiguos,"Senet, Go",100,
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,2,Esploratore,Ajedrez y Estrategia,Historia y cultura,100,
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,3,Esploratore,Juegos Clásicos Modernos,"Monopoly, Scrabble",100,🥉 Distintivo di Bronzo
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,4,Apprendista,Eurogames y Revolución Moderna,"Catan, Carcassonne",200,
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,5,Apprendista,Juegos Cooperativos,"Pandemic, nuevos enfoques",200,
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,6,Apprendista,Juegos de Rol de Mesa,Dungeons & Dragons,200,🥈 Distintivo d'Argento
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,7,Intenditore,Diseño de Juegos de Mesa,"Mecánicas, balance",350,
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,8,Intenditore,Comunidades y Ferias,"Essen, eventos",350,🥇 Distintivo d'Oro
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,9,Esperto,Juegos como Herramienta Educativa,Serious boardgames,500,
Umanistiche,🎲 Historia de los Juegos de Mesa,🎲,10,Esperto,Futuro Híbrido,"Mesa + apps, IA",500,💎 Distintivo di Diamante
Natura,🌊 Historia de la Exploración Oceánica,🌊,1,Esploratore,Primeras Navegaciones,"Costas, islas",100,
Natura,🌊 Historia de la Exploración Oceánica,🌊,2,Esploratore,Grandes Descubrimientos,"Colón, Magallanes",100,
Natura,🌊 Historia de la Exploración Oceánica,🌊,3,Esploratore,Cartografía Marina,Mapas y peligros,100,🥉 Distintivo di Bronzo
Natura,🌊 Historia de la Exploración Oceánica,🌊,4,Apprendista,Exploración de Profundidades,"Batiscafos, Jacques Cousteau",200,
Natura,🌊 Historia de la Exploración Oceánica,🌊,5,Apprendista,Submarinos Militares,Guerras mundiales,200,
Natura,🌊 Historia de la Exploración Oceánica,🌊,6,Apprendista,Exploración Científica Moderna,"ROVs, Argo",200,🥈 Distintivo d'Argento
Natura,🌊 Historia de la Exploración Oceánica,🌊,7,Intenditore,Recursos del Fondo Marino,"Minerales, ecosistemas",350,
Natura,🌊 Historia de la Exploración Oceánica,🌊,8,Intenditore,Pecios y Tesoro,Naufragios famosos,350,🥇 Distintivo d'Oro
Natura,🌊 Historia de la Exploración Oceánica,🌊,9,Esperto,Conservación de Océanos,Amenazas y soluciones,500,
Natura,🌊 Historia de la Exploración Oceánica,🌊,10,Esperto,Colonización del Océano,Ciudades submarinas,500,💎 Distintivo di Diamante
Scienza,🗺️ Historia de la Cartografía,🗺️,1,Esploratore,Primeros Mapas,"Cuevas, tablillas",100,
Scienza,🗺️ Historia de la Cartografía,🗺️,2,Esploratore,Mapas Antiguos,"Ptolomeo, mapas del mundo",100,
Scienza,🗺️ Historia de la Cartografía,🗺️,3,Esploratore,Edad de los Descubrimientos,Mapas náuticos,100,🥉 Distintivo di Bronzo
Scienza,🗺️ Historia de la Cartografía,🗺️,4,Apprendista,Proyecciones y Distorsiones,"Mercator, alternativas",200,
Scienza,🗺️ Historia de la Cartografía,🗺️,5,Apprendista,Mapas Temáticos,"Clima, población",200,
